accuracy,f1_score,precision,recall,model
0.5143776392519606,0.34993270524899056,0.522508038585209,0.2630513961958721,LSTM
0.513707353039748,0.33653406492912663,0.5224304372515616,0.24821259948738703,LSTM
0.5194047858435552,0.3583318417755504,0.5323052379686254,0.2700661000944287,LSTM
0.519873986192104,0.42247843263726526,0.5250501002004008,0.3534331579657359,LSTM
0.5110262081908975,0.24739502733931704,0.5258771929824562,0.16174288412248752,LSTM
0.5123667806153227,0.2680350135828554,0.5273159144893111,0.17968433832456496,LSTM
0.5114283799182251,0.20085516938932133,0.5362997658079626,0.12356670713611223,LSTM
0.5120316375092164,0.2606134470851107,0.5273325113029182,0.17307432888169433,LSTM
0.5116294657818888,0.2340201850294365,0.5302525011910434,0.1501416430594901,LSTM
0.5160533547824921,0.34954954954954953,0.5261730404122593,0.2617024146769189,SRNN
