accuracy,f1_score,precision,recall,model
0.503484787561989,0.4244542841606463,0.5003663003663004,0.3685417509780116,LSTM
0.5097842112317383,0.5182746131050379,0.5063046834791559,0.5308242277080804,LSTM
0.5097842112317383,0.5182746131050379,0.5063046834791559,0.5308242277080804,LSTM
0.5018094089264173,0.12991573033707865,0.4907161803713528,0.07486847430190206,SRNN
0.5060983782334808,0.27645788336933047,0.5077533357374684,0.1899365978686092,LSTM
0.5002010454362686,0.18043956043956044,0.4866627148784825,0.11075138270605693,SRNN
0.5050931510521378,0.15163699023549684,0.5108359133126935,0.08903278025091056,CNN
0.5097842112317383,0.3035323240978768,0.5158576051779935,0.21502765412113853,CNN
0.49758745476477684,0.39564691656590084,0.49158653846153844,0.3310400647511129,LSTM
0.49859268194611983,0.6535469531394703,0.49756751039977437,0.9519762579252664,SRNN
0.49852566680069693,0.30137242087573524,0.4893875075803517,0.21772561715904493,LSTM
0.5025465755260689,0.4271934562852072,0.4990984493328525,0.37339808444624306,LSTM
0.49819059107358266,0.4977193453179501,0.494996664442962,0.5004721435316336,CNN
0.49738640932850825,0.43207632894139025,0.49249093733816673,0.3848644273573452,CNN
0.5002680605816915,0.6068434649654664,0.49809589752466676,0.776338864157561,CNN
0.5046240450341777,0.2643312101910828,0.5039848197343454,0.1791447457169837,LSTM
0.510053619302949,0.4086717359650542,0.5103030303030303,0.3407987048030221,LSTM
0.5043565683646113,0.6326196035570569,0.5006683966344263,0.8590124123043713,SRNN
0.5039544235924933,0.5653374052974687,0.5005720228809153,0.6493524015110631,LSTM
0.5085120643431635,0.4769241743348313,0.5059785076434085,0.45102536427415,LSTM
0.5020107238605898,0.6344942935852027,0.49930318984205635,0.8700755531570427,CNN
0.5032167269802975,0.0,0.0,0.0,CNN
0.504020908725372,0.42738878143133463,0.5010885341074021,0.3725886955348712,LSTM
0.503953893579949,0.02115842369743454,0.5369127516778524,0.010791852151625522,CNN
0.5032167269802975,0.43182340767992644,0.5,0.3800080938891137,CNN
0.5023455300898003,0.4555718475073314,0.4989561586638831,0.41912855793875625,CNN
0.5134030290845731,0.45270219341222584,0.5129825760163991,0.40509915014164305,LSTM
0.5023455300898003,0.5517324640830616,0.4992898503222987,0.616484554161608,CNN
0.5056962873609435,0.3487550768144093,0.5047278303092256,0.2664238499932551,LSTM
0.5032167269802975,0.0,0.0,0.0,SRNN
0.5033507572711433,0.0013475272874275705,0.625,0.0006744907594765951,SRNN
0.4980565607827369,0.4625430539609644,0.49409780775716694,0.43477674355861323,LSTM
0.5102232352349668,0.423998738568275,0.5098596890405764,0.3628879892037787,LSTM
0.5147817925856405,0.4965219810795771,0.5123456790123457,0.4816464237516869,SRNN
0.5019776094388952,0.06518182962124072,0.4823091247672253,0.0349527665317139,CNN
0.5066702420057653,0.5580976400648532,0.5027588445309964,0.6271255060728745,CNN
0.5113628745726353,0.3342771029317746,0.5170952246397288,0.24696356275303644,LSTM
0.5084132198163169,0.3551138862017413,0.5097197677354204,0.27246963562753035,LSTM
0.5115639873969297,0.33991665156731293,0.5170893054024256,0.25317139001349526,LSTM
0.5118321378293222,0.38423811939793673,0.5144927536231884,0.306612685560054,LSTM
0.5104243480592613,0.36732218660660143,0.5129445923058311,0.28609986504723345,LSTM
0.5053294898438023,0.500575296108291,0.5021045485403938,0.499055330634278,SRNN
0.5053294898438023,0.2586154928162363,0.506095163193079,0.1736842105263158,CNN
0.5016424213984045,0.021842105263157895,0.4368421052631579,0.011201079622132253,LSTM
0.50325132399276,0.0,0.0,0.0,LSTM
0.5127706643426962,0.3207476635514019,0.521580547112462,0.23157894736842105,LSTM
0.49674867600724004,0.6637703229273973,0.49674867600724004,1.0,CNN
0.49674867600724004,0.6637703229273973,0.49674867600724004,1.0,CNN
0.50325132399276,0.0,0.0,0.0,LSTM
0.49674867600724004,0.6637703229273973,0.49674867600724004,1.0,CNN
0.5046591137628209,0.06099885627144491,0.5228758169934641,0.032388663967611336,CNN
0.5045920761547228,0.11135161135161135,0.5110375275938189,0.06248313090418354,CNN
0.5055306026680968,0.12565196775723092,0.5165692007797271,0.07152496626180836,CNN
0.50325132399276,0.0,0.0,0.0,LSTM
0.5036535496413488,0.08570017288219313,0.5043604651162791,0.046828609986504725,SRNN
0.50325132399276,0.0,0.0,0.0,LSTM
0.5127706643426962,0.3207476635514019,0.521580547112462,0.23157894736842105,CNN-LSTM
0.5127706643426962,0.3207476635514019,0.521580547112462,0.23157894736842105,CNN-LSTM
0.5036535496413488,0.08570017288219313,0.5043604651162791,0.046828609986504725,SRNN
0.5055306026680968,0.12565196775723092,0.5165692007797271,0.07152496626180836,CNN
0.5099550848025742,0.204223818854779,0.5281531531531531,0.12658569500674763,LSTM
0.5099550848025742,0.204223818854779,0.5281531531531531,0.12658569500674763,LSTM
0.50325132399276,0.0,0.0,0.0,CNN-SRNN
0.50325132399276,0.0,0.0,0.0,CNN-SRNN
